ID,GDT_TS
0c1_t00000004_0000545_0,0.97115
0c1_t00000004_0000546_0,0.96875
0c1_t00000004_0000547_0,0.97115
0c1_t00000004_0000548_0,0.96635
0c1_t00000004_0000549_1,0.97596
0c1_t00000004_0000550_0,0.9783700000000001
0c1_t00000004_0000551_0,0.97356
0c1_t00000004_0000552_0,0.96154
0c1_t00000004_0000553_0,0.9783700000000001
0c1_t00000004_0000554_0,0.9783700000000001
0c1_t00000004_0000555_0,0.96875
0c1_t00000004_0000556_0,0.97596
0c1_t00000004_0000557_0,0.96635
0c1_t00000004_0000558_0,0.97115
0c1_t00000004_0000559_0,0.97115
0c1_t00000004_0000560_0,0.97115
0c1_t00000004_0000561_0,0.97596
0c1_t00000004_0000562_0,0.96635
0c1_t00000004_0000563_0,0.96635
0c1_t00000004_0000564_0,0.98077
0c1_t00000004_0000565_0,0.98077
0c1_t00000004_0000566_0,0.97115
0c1_t00000004_0000567_0,0.96394
0c1_t00000004_0000568_0,0.98798
0c1_t00000004_0000569_1,0.98077
0c1_t00000004_0000570_0,0.96154
0c1_t00000004_0000571_0,0.97115
0c1_t00000004_0000572_0,0.97356
0c1_t00000004_0000573_0,0.96394
0c1_t00000004_0000575_0,0.96875
0c1_t00000004_0000576_1,0.9591299999999999
0c1_t00000004_0000577_0,0.97356
0c1_t00000004_0000578_0,0.9831699999999999
0c1_t00000004_0000579_0,0.97115
0c1_t00000004_0000580_0,0.96875
0c1_t00000004_0000581_0,0.97356
0c1_t00000004_0000582_0,0.96635
0c1_t00000004_0000583_0,0.97596
0c1_t00000004_0000584_0,0.96394
0c1_t00000004_0000585_0,0.97596
0c1_t00000004_0000586_0,0.97115
0c1_t00000004_0000587_0,0.9831699999999999
0c1_t00000004_0000588_0,0.96635
0c1_t00000004_0000589_0,0.96875
0c1_t00000004_0000590_0,0.96635
0c1_t00000004_0000591_0,0.96875
0c1_t00000004_0000592_0,0.97356
0c1_t00000004_0000593_0,0.9783700000000001
0c1_t00000004_0000594_0,0.98077
0c1_t00000004_0000595_1,0.96875
0c1_t00000004_0000596_0,0.96635
0c1_t00000004_0000597_1,0.97596
0c1_t00000004_0000598_0,0.9783700000000001
0c1_t00000004_0000599_0,0.97115
0c1_t00000004_0000600_0,0.98077
0c1_t00000004_0000601_0,0.97356
0c1_t00000004_0000602_1,0.98077
0c1_t00000004_0000603_0,0.9783700000000001
0c1_t00000004_0000604_0,0.96394
0c1_t00000004_0000605_1,0.96875
0c1_t00000004_0000606_0,0.97596
0c1_t00000004_0000607_0,0.96875
0c1_t00000004_0000608_0,0.96154
0c1_t00000004_0000609_0,0.96875
0c1_t00000004_0000610_0,0.98077
0c1_t00000004_0000611_0,0.98077
0c1_t00000004_0000612_0,0.97356
0c1_t00000004_0000613_0,0.98077
0c1_t00000004_0000614_0,0.97596
0c1_t00000004_0000615_0,0.97356
0c1_t00000004_0000616_0,0.96875
0c1_t00000004_0000617_0,0.96394
0c1_t00000004_0000618_0,0.96875
0c1_t00000004_0000620_0,0.97596
0c1_t00000004_0000621_0,0.97115
0c1_t00000004_0000622_0,0.97596
0c1_t00000004_0000623_0,0.97115
0c1_t00000004_0000624_0,0.9783700000000001
0c1_t00000004_0000625_0,0.97596
0c1_t00000004_0000626_0,0.96635
0c1_t00000004_0000628_0,0.9783700000000001
0c1_t00000004_0000629_1,0.96635
0c1_t00000004_0000630_1,0.97356
0c1_t00000004_0000631_0,0.96635
0c1_t00000004_0000632_0,0.9783700000000001
0c1_t00000004_0000633_0,0.97596
0c1_t00000004_0000634_0,0.96635
0c1_t00000004_0000635_0,0.96635
0c1_t00000004_0000636_0,0.98077
0c1_t00000004_0000637_0,0.96875
0c1_t00000004_0000638_0,0.98077
0c1_t00000004_0000639_0,0.97356
0c1_t00000004_0000640_1,0.96875
0c1_t00000004_0000641_0,0.96875
0c1_t00000004_0000642_0,0.9783700000000001
0c1_t00000004_0000643_0,0.96875
0c1_t00000004_0000644_0,0.9783700000000001
0c1_t00000004_0000645_0,0.98077
0c1_t00000004_0000646_0,0.96635
0c1_t00000004_0000647_0,0.97115
0c1_t00000004_0000648_0,0.96394
0c1_t00000004_0000649_0,0.9783700000000001
0c1_t00000004_0000651_0,0.97115
0c1_t00000004_0000652_1,0.98077
0c1_t00000004_0000653_0,0.9591299999999999
0c1_t00000004_0000654_0,0.98077
0c1_t00000004_0000655_0,0.98077
0c1_t00000004_0000656_0,0.9783700000000001
0c1_t00000004_0000657_0,0.96635
0c1_t00000004_0000658_0,0.97115
0c1_t00000004_0000659_0,0.97356
0c1_t00000004_0000660_0,0.97596
0c1_t00000004_0000661_0,0.95673
0c1_t00000004_0000662_0,0.97596
0c1_t00000004_0000663_0,0.97356
0c1_t00000004_0000664_0,0.97115
0c1_t00000004_0000665_0,0.9783700000000001
0c1_t00000004_0000666_0,0.9831699999999999
0c1_t00000004_0000667_1,0.97115
0c1_t00000004_0000668_0,0.97115
0c1_t00000004_0000669_1,0.97115
0c1_t00000004_0000670_0,0.97115
0c1_t00000004_0000671_0,0.96394
0c1_t00000004_0000672_1,0.96394
0c1_t00000004_0000673_0,0.98077
0c1_t00000004_0000674_0,0.96635
0c1_t00000004_0000675_0,0.97115
0c1_t00000004_0000676_0,0.96635
0c1_t00000004_0000677_1,0.9783700000000001
0c1_t00000004_0000678_1,0.98077
0c1_t00000004_0000679_0,0.9591299999999999
0c1_t00000004_0000680_0,0.97115
0c1_t00000004_0000681_0,0.97115
0c1_t00000004_0000682_1,0.96875
0c1_t00000004_0000683_0,0.97356
0c1_t00000004_0000684_1,0.9855800000000001
0c1_t00000004_0000685_0,0.97115
0c1_t00000004_0000686_0,0.96635
0c1_t00000004_0000687_1,0.96635
0c1_t00000004_0000688_0,0.96875
0c1_t00000004_0000689_1,0.98077
0c1_t00000004_0000690_0,0.97115
0c1_t00000004_0000691_1,0.96635
0c1_t00000004_0000692_0,0.96394
0c1_t00000004_0000693_0,0.9783700000000001
0c1_t00000004_0000694_1,0.97115
0c1_t00000004_0000695_0,0.97596
0c1_t00000004_0000696_0,0.96394
0c1_t00000004_0000697_0,0.96875
0c1_t00000004_0000698_0,0.97356
0c1_t00000004_0000699_0,0.96875
0c1_t00000004_0000700_0,0.97356
0c1_t00000004_0000701_0,0.9783700000000001
0c1_t00000004_0000702_0,0.97356
0c1_t00000004_0000703_1,0.97356
0c1_t00000004_0000704_1,0.97115
0c1_t00000004_0000705_0,0.97356
0c1_t00000004_0000706_0,0.96875
0c1_t00000004_0000707_0,0.97115
0c1_t00000004_0000708_0,0.9831699999999999
0c1_t00000004_0000709_0,0.98077
0c1_t00000004_0000710_0,0.9831699999999999
0c1_t00000004_0000711_0,0.97596
0c1_t00000004_0000712_0,0.97596
0c1_t00000004_0000713_0,0.97115
0c1_t00000004_0000714_0,0.9783700000000001
0c1_t00000004_0000715_0,0.96875
0c1_t00000004_0000717_0,0.97115
0c1_t00000004_0000718_0,0.97356
0c1_t00000004_0000719_0,0.97115
0c1_t00000004_0000720_0,0.97596
0c1_t00000004_0000721_0,0.96875
0c1_t00000004_0000722_0,0.96875
0c1_t00000004_0000723_0,0.96635
0c1_t00000004_0000725_0,0.97356
0c1_t00000004_0000726_0,0.9783700000000001
0c1_t00000004_0000727_0,0.96635
0c1_t00000004_0000728_0,0.97115
0c1_t00000004_0000729_0,0.9783700000000001
0c1_t00000004_0000730_0,0.97596
0c1_t00000004_0000731_0,0.96875
0c1_t00000004_0000732_0,0.97115
0c1_t00000004_0000733_0,0.9783700000000001
0c1_t00000004_0000734_0,0.96875
0c1_t00000004_0000735_0,0.97356
0c1_t00000004_0000736_1,0.98077
0c1_t00000004_0000737_0,0.96875
0c1_t00000004_0000738_0,0.97596
0c1_t00000004_0000739_0,0.97356
0c1_t00000004_0000740_0,0.96875
0c1_t00000004_0000741_0,0.96875
0c1_t00000004_0000742_0,0.96635
0c1_t00000004_0000743_0,0.96635
0c1_t00000004_0000744_0,0.97115
0c1_t00000004_0000745_0,0.97596
0c1_t00000004_0000746_0,0.97115
0c1_t00000004_0000748_0,0.96154
0c1_t00000004_0000749_1,0.98077
0c1_t00000004_0000750_0,0.96635
0c1_t00000004_0000751_0,0.97115
0c1_t00000004_0000752_0,0.97356
0c1_t00000004_0000753_0,0.96394
0c1_t00000004_0000754_0,0.98077
0c1_t00000004_0000755_0,0.97115
0c1_t00000004_0000756_0,0.96875
0c1_t00000004_0000757_0,0.97596
0c1_t00000004_0000758_0,0.97356
0c1_t00000004_0000759_0,0.97596
0c1_t00000004_0000760_0,0.96394
0c1_t00000004_0000761_0,0.9831699999999999
0c1_t00000004_0000762_0,0.97596
0c1_t00000004_0000763_0,0.97115
0c1_t00000004_0000764_0,0.9783700000000001
0c1_t00000004_0000765_0,0.96394
0c1_t00000004_0000766_0,0.96875
0c1_t00000004_0000767_0,0.96875
0c1_t00000004_0000768_0,0.96394
0c1_t00000004_0000769_0,0.97596
0c1_t00000004_0000770_0,0.97596
0c1_t00000004_0000771_0,0.97356
0c1_t00000004_0000772_0,0.96875
0c1_t00000004_0000774_0,0.96875
0c1_t00000004_0000775_0,0.97596
0c1_t00000004_0000776_0,0.97356
0c1_t00000004_0000777_0,0.9855800000000001
0c1_t00000004_0000778_0,0.96635
0c1_t00000004_0000779_0,0.97115
0c1_t00000004_0000780_0,0.96875
0c1_t00000004_0000781_0,0.97115
0c1_t00000004_0000782_0,0.96635
0c1_t00000004_0000783_0,0.97596
0c1_t00000004_0000784_0,0.96635
0c1_t00000004_0000785_0,0.97356
0c1_t00000004_0000786_0,0.97115
0c1_t00000004_0000787_0,0.96875
0c1_t00000004_0000788_0,0.97356
0c1_t00000004_0000789_0,0.97115
0c1_t00000004_0000790_0,0.97356
0c1_t00000004_0000791_0,0.97596
0c1_t00000004_0000792_0,0.98077
0c1_t00000004_0000793_0,0.96394
0c1_t00000004_0000795_0,0.96875
0c1_t00000004_0000797_0,0.97356
0c1_t00000004_0000798_0,0.97356
0c1_t00000004_0000799_0,0.97596
0c1_t00000004_0000800_0,0.97356
0c1_t00000004_0000801_0,0.96635
0c1_t00000004_0000802_0,0.97115
0c1_t00000004_0000803_0,0.97356
0c1_t00000004_0000804_0,0.98077
0c1_t00000004_0000805_0,0.9855800000000001
0c1_t00000004_0000806_0,0.97356
0c1_t00000004_0000807_0,0.97115
0c1_t00000004_0000808_0,0.96635
0c1_t00000004_0000809_0,0.97115
0c1_t00000004_0000811_0,0.97596
0c1_t00000004_0000812_0,0.9783700000000001
0c1_t00000004_0000813_0,0.9783700000000001
0c1_t00000004_0000814_0,0.97356
0c1_t00000004_0000815_0,0.97596
0c1_t00000004_0000816_0,0.97115
0c1_t00000004_0000817_0,0.9783700000000001
0c1_t00000004_0000818_0,0.96635
0c1_t00000004_0000819_0,0.97356
0c1_t00000004_0000820_0,0.9783700000000001
0c1_t00000004_0000821_0,0.97356
0c1_t00000004_0000822_1,0.96394
0c1_t00000004_0000823_0,0.97356
0c1_t00000004_0000824_0,0.97115
0c1_t00000004_0000825_0,0.97356
0c1_t00000004_0000826_0,0.96875
0c1_t00000004_0000827_0,0.97356
0c1_t00000004_0000828_0,0.97596
0c1_t00000004_0000829_0,0.9831699999999999
0c1_t00000004_0000830_0,0.97596
0c1_t00000004_0000831_0,0.96875
0c1_t00000004_0000832_0,0.97115
0c1_t00000004_0000833_0,0.9783700000000001
0c1_t00000004_0000834_1,0.96394
0c1_t00000004_0000835_0,0.97596
0c1_t00000004_0000836_0,0.9591299999999999
0c1_t00000004_0000837_0,0.97115
0c1_t00000004_0000838_0,0.96875
0c1_t00000004_0000839_0,0.96635
0c1_t00000004_0000840_0,0.97356
0c1_t00000004_0000841_1,0.96394
0c1_t00000004_0000842_0,0.9783700000000001
0c1_t00000004_0000843_0,0.96875
0c1_t00000004_0000844_1,0.97596
0c1_t00000004_0000845_0,0.97596
0c1_t00000004_0000846_0,0.97596
0c1_t00000004_0000847_1,0.97356
0c1_t00000004_0000848_0,0.96875
0c1_t00000004_0000849_0,0.97596
0c1_t00000004_0000850_0,0.96875
0c1_t00000004_0000851_0,0.96635
0c1_t00000004_0000852_0,0.97115
0c1_t00000004_0000853_0,0.98077
0c1_t00000004_0000854_0,0.9783700000000001
0c1_t00000004_0000855_0,0.97356
0c1_t00000004_0000856_0,0.9783700000000001
0c1_t00000004_0000857_0,0.9783700000000001
0c1_t00000004_0000858_0,0.9591299999999999
0c1_t00000004_0000859_0,0.97596
0c1_t00000004_0000860_0,0.96875
0c1_t00000004_0000862_1,0.9783700000000001
0c1_t00000004_0000863_0,0.97356
0c1_t00000004_0000864_1,0.96635
0c1_t00000004_0000865_0,0.97356
0c1_t00000004_0000866_1,0.9783700000000001
0c1_t00000004_0000867_0,0.97596
0c1_t00000004_0000868_0,0.97115
0c1_t00000004_0000869_0,0.97596
0c1_t00000004_0000870_0,0.98077
0c1_t00000004_0000871_0,0.9783700000000001
0c1_t00000004_0000872_0,0.97596
0c1_t00000004_0000873_0,0.9831699999999999
0c1_t00000004_0000874_0,0.97115
0c1_t00000004_0000875_0,0.96635
0c1_t00000004_0000876_0,0.97596
0c1_t00000004_0000877_0,0.98077
0c1_t00000004_0000878_0,0.96154
0c1_t00000004_0000879_0,0.98077
0c1_t00000004_0000880_0,0.98077
0c1_t00000004_0000881_0,0.96635
0c1_t00000004_0000882_0,0.96394
0c1_t00000004_0000883_1,0.9783700000000001
0c1_t00000004_0000884_0,0.97596
0c1_t00000004_0000885_0,0.97115
0c1_t00000004_0000886_0,0.97596
0c1_t00000004_0000887_0,0.96635
0c1_t00000004_0000888_1,0.97115
0c1_t00000004_0000889_1,0.97596
0c1_t00000004_0000890_0,0.96154
0c1_t00000004_0000891_0,0.97356
0c1_t00000004_0000892_0,0.97115
0c1_t00000004_0000893_0,0.96875
0c1_t00000004_0000894_0,0.96635
0c1_t00000004_0000895_0,0.97356
0c1_t00000004_0000896_1,0.97356
0c1_t00000004_0000897_0,0.97596
0c1_t00000004_0000898_0,0.97596
0c1_t00000004_0000899_0,0.96635
0c1_t00000004_0000900_0,0.97596
0c1_t00000004_0000901_0,0.96635
0c1_t00000004_0000902_0,0.97596
0c1_t00000004_0000903_0,0.97356
0c1_t00000004_0000904_0,0.96635
0c1_t00000004_0000905_0,0.97596
0c1_t00000004_0000906_0,0.98077
0c1_t00000004_0000907_0,0.97596
0c1_t00000004_0000908_0,0.97356
0c1_t00000004_0000909_0,0.97115
0c1_t00000004_0000910_0,0.96875
0c1_t00000004_0000911_0,0.97115
0c1_t00000004_0000912_0,0.9783700000000001
0c1_t00000004_0000913_0,0.97596
0c1_t00000004_0000914_0,0.95673
0c1_t00000004_0000915_0,0.97596
0c1_t00000004_0000916_0,0.96635
0c1_t00000004_0000917_0,0.9783700000000001
0c1_t00000004_0000918_0,0.96875
0c1_t00000004_0000919_0,0.97115
0c1_t00000004_0000920_0,0.97356
0c1_t00000004_0000921_0,0.97356
0c1_t00000004_0000922_0,0.98077
0c1_t00000004_0000923_0,0.96635
0c1_t00000004_0000924_0,0.9831699999999999
0c1_t00000004_0000925_0,0.96875
0c1_t00000004_0000926_1,0.98077
0c1_t00000004_0000927_0,0.96875
0c1_t00000004_0000928_0,0.97356
0c1_t00000004_0000929_0,0.96635
0c1_t00000004_0000930_0,0.97356
0c1_t00000004_0000931_0,0.97596
0c1_t00000004_0000932_0,0.97596
0c1_t00000004_0000933_0,0.96875
0c1_t00000004_0000934_0,0.97356
0c1_t00000004_0000935_0,0.97596
0c1_t00000004_0000936_0,0.9783700000000001
0c1_t00000004_0000937_0,0.97596
0c1_t00000004_0000938_0,0.97356
0c1_t00000004_0000939_0,0.96875
0c1_t00000004_0000940_0,0.96875
0c1_t00000004_0000941_0,0.97115
0c1_t00000004_0000942_0,0.97115
0c1_t00000004_0000943_0,0.96635
0c1_t00000004_0000944_0,0.96154
0c1_t00000004_0000945_0,0.97115
0c1_t00000004_0000946_0,0.9855800000000001
0c1_t00000004_0000947_0,0.97596
0c1_t00000004_0000949_0,0.96875
0c1_t00000004_0000950_0,0.96394
0c1_t00000004_0000951_0,0.97596
0c1_t00000004_0000952_0,0.97596
0c1_t00000004_0000953_0,0.98077
0c1_t00000004_0000954_0,0.97115
0c1_t00000004_0000955_0,0.96875
0c1_t00000004_0000956_0,0.96635
0c1_t00000004_0000959_0,0.9855800000000001
0c1_t00000004_0000960_0,0.97115
0c1_t00000004_0000961_1,0.97115
0c1_t00000004_0000962_0,0.97596
0c1_t00000004_0000963_1,0.96154
0c1_t00000004_0000964_0,0.9783700000000001
0c1_t00000004_0000965_0,0.97115
0c1_t00000004_0000966_0,0.96635
0c1_t00000004_0000967_0,0.97356
0c1_t00000004_0000968_0,0.97596
0c1_t00000004_0000969_0,0.97115
0c1_t00000004_0000970_0,0.97115
0c1_t00000004_0000971_1,0.97596
0c1_t00000004_0000972_0,0.96635
0c1_t00000004_0000973_0,0.97115
0c1_t00000004_0000974_0,0.97115
0c1_t00000004_0000975_0,0.96394
0c1_t00000004_0000976_0,0.97115
0c1_t00000004_0000977_0,0.96875
0c1_t00000004_0000978_0,0.98077
0c1_t00000004_0000979_0,0.97115
0c1_t00000004_0000980_0,0.96875
0c1_t00000004_0000981_0,0.98077
0c1_t00000004_0000982_0,0.9783700000000001
0c1_t00000004_0000983_0,0.97596
0c1_t00000004_0000984_0,0.96635
0c1_t00000004_0000985_0,0.96635
0c1_t00000004_0000986_0,0.97596
0c1_t00000004_0000987_0,0.9783700000000001
0c1_t00000004_0000988_0,0.97356
0c1_t00000004_0000989_1,0.96394
0c1_t00000004_0000990_1,0.97596
0c1_t00000004_0000991_1,0.97596
0c1_t00000004_0000992_1,0.9783700000000001
0c1_t00000004_0000993_0,0.97115
0c1_t00000004_0000994_0,0.97356
0c1_t00000004_0000995_0,0.97115
0c1_t00000004_0000996_1,0.97596
0c1_t00000004_0000997_0,0.9783700000000001
0c1_t00000004_0000998_0,0.97356
0c1_t00000004_0000999_1,0.95673
0c1_t00000004_0001000_0,0.96154
0c1_t00000004_0001001_0,0.97115
0c1_t00000004_0001002_0,0.9783700000000001
0c1_t00000004_0001003_0,0.96875
0c1_t00000004_0001004_0,0.97356
0c1_t00000004_0001007_1,0.96875
0c1_t00000004_0001008_0,0.97356
0c1_t00000004_0001009_0,0.96875
0c1_t00000004_0001010_0,0.96635
0c1_t00000004_0001011_0,0.96394
0c1_t00000004_0001012_0,0.97115
0c1_t00000004_0001013_0,0.9831699999999999
0c1_t00000004_0001014_0,0.97115
0c1_t00000004_0001015_0,0.97115
0c1_t00000004_0001016_0,0.97596
0c1_t00000004_0001017_0,0.96394
0c1_t00000004_0001018_0,0.97596
0c1_t00000004_0001020_0,0.9783700000000001
0c1_t00000004_0001021_0,0.9831699999999999
0c1_t00000004_0001022_0,0.96635
0c1_t00000004_0001023_0,0.97115
0c1_t00000004_0001024_0,0.96875
0c1_t00000004_0001025_0,0.9783700000000001
0c1_t00000004_0001027_0,0.97596
0c1_t00000004_0001028_0,0.97596
0c1_t00000004_0001030_0,0.96394
0c1_t00000004_0001031_0,0.96635
0c1_t00000004_0001032_0,0.97356
0c1_t00000004_0001033_0,0.96394
0c1_t00000004_0001034_0,0.97356
0c1_t00000004_0001035_0,0.9783700000000001
0c1_t00000004_0001037_0,0.9783700000000001
0c1_t00000004_0001038_0,0.97115
0c1_t00000004_0001039_0,0.97356
0c1_t00000004_0001040_0,0.97115
0c1_t00000004_0001041_0,0.9783700000000001
0c1_t00000004_0001042_0,0.98077
0c1_t00000004_0001044_0,0.96635
0c1_t00000004_0001045_0,0.9783700000000001
0c1_t00000004_0001046_0,0.97596
0c1_t00000004_0001047_0,0.9831699999999999
0c1_t00000004_0001048_0,0.98077
0c1_t00000004_0001049_0,0.96875
0c1_t00000004_0001050_0,0.97596
0c1_t00000004_0001051_0,0.97356
0c1_t00000004_0001052_0,0.98077
0c1_t00000004_0001053_1,0.9831699999999999
0c1_t00000004_0001055_0,0.98077
0c1_t00000004_0001056_0,0.98077
0c1_t00000004_0001057_0,0.96635
0c1_t00000004_0001058_0,0.97356
0c1_t00000004_0001059_0,0.98798
0c1_t00000004_0001060_0,0.98077
0c1_t00000004_0001061_0,0.96635
0c1_t00000004_0001062_0,0.97356
0c1_t00000004_0001063_0,0.97115
0c1_t00000004_0001064_0,0.97596
0c1_t00000004_0001065_0,0.98077
0c1_t00000004_0001066_1,0.97596
0c1_t00000004_0001067_0,0.96154
0c1_t00000004_0001068_0,0.97115
0c1_t00000004_0001069_0,0.97356
0c1_t00000004_0001070_0,0.98077
0c1_t00000004_0001071_0,0.96635
0c1_t00000004_0001072_0,0.96875
0c1_t00000004_0001073_0,0.9783700000000001
0c1_t00000004_0001074_0,0.97115
0c1_t00000004_0001075_0,0.97596
0c1_t00000004_0001076_0,0.96875
0c1_t00000004_0001077_0,0.97115
0c1_t00000004_0001078_1,0.96635
0c1_t00000004_0001079_0,0.96875
0c1_t00000004_0001080_0,0.96635
0c1_t00000004_0001081_1,0.97596
0c1_t00000004_0001082_0,0.96394
0c1_t00000004_0001083_0,0.96875
0c1_t00000004_0001084_0,0.9783700000000001
0c1_t00000004_0001085_0,0.9831699999999999
0c1_t00000004_0001086_0,0.97115
0c1_t00000004_0001087_0,0.97356
0c1_t00000004_0001088_0,0.97356
0c1_t00000004_0001089_1,0.97115
0c1_t00000004_0001090_1,0.98077
0c1_t00000004_0001091_0,0.9783700000000001
0c1_t00000004_0001092_0,0.97596
0c1_t00000004_0001093_0,0.98077
0c1_t00000004_0001094_0,0.96635
0c1_t00000004_0001095_0,0.98077
0c1_t00000004_0001096_0,0.97115
0c1_t00000004_0001097_0,0.97115
0c1_t00000004_0001098_0,0.9783700000000001
0c1_t00000004_0001099_0,0.97596
0c1_t00000004_0001100_0,0.97115
0c1_t00000004_0001101_0,0.97356
0c1_t00000004_0001102_0,0.97115
0c1_t00000004_0001103_0,0.98077
0c1_t00000004_0001104_0,0.98077
0c1_t00000004_0001105_1,0.97596
0c1_t00000004_0001107_0,0.97596
0c1_t00000004_0001108_0,0.96394
0c1_t00000004_0001109_1,0.9783700000000001
0c1_t00000004_0001110_1,0.9783700000000001
0c1_t00000004_0001111_1,0.97356
0c1_t00000004_0001112_0,0.96635
0c1_t00000004_0001113_0,0.97356
0c1_t00000004_0001114_0,0.97596
0c1_t00000004_0001115_0,0.97356
0c1_t00000004_0001117_0,0.9783700000000001
0c1_t00000004_0001118_0,0.97596
0c1_t00000004_0001119_0,0.96875
0c1_t00000004_0001120_0,0.97115
0c1_t00000004_0001121_0,0.9855800000000001
0c1_t00000004_0001122_0,0.97115
0c1_t00000004_0001123_0,0.97115
0c1_t00000004_0001124_0,0.96875
0c1_t00000004_0001125_0,0.97115
0c1_t00000004_0001126_0,0.97356
0c1_t00000004_0001127_0,0.96875
0c1_t00000004_0001128_0,0.97596
0c1_t00000004_0001129_0,0.97596
0c1_t00000004_0001130_0,0.96875
0c1_t00000004_0001131_0,0.98077
0c1_t00000004_0001132_0,0.9783700000000001
0c1_t00000004_0001133_0,0.97356
0c1_t00000004_0001134_0,0.97596
0c1_t00000004_0001135_0,0.97115
0c1_t00000004_0001136_0,0.97596
0c1_t00000004_0001137_0,0.9831699999999999
0c1_t00000004_0001138_0,0.9831699999999999
0c1_t00000004_0001139_0,0.96875
0c1_t00000004_0001140_1,0.97596
0c1_t00000004_0001141_0,0.97596
0c1_t00000004_0001142_0,0.97115
0c1_t00000004_0001143_0,0.97115
0c1_t00000004_0001144_0,0.97115
0c1_t00000004_0001145_0,0.96154
0c1_t00000004_0001147_0,0.96394
0c1_t00000004_0001148_0,0.97356
0c1_t00000004_0001149_0,0.96635
0c1_t00000004_0001150_0,0.96875
0c1_t00000004_0001151_0,0.9783700000000001
0c1_t00000004_0001152_0,0.97596
0c1_t00000004_0001153_0,0.97115
0c1_t00000004_0001154_1,0.97596
0c1_t00000004_0001155_0,0.96875
0c1_t00000004_0001156_0,0.97115
0c1_t00000004_0001157_0,0.97115
0c1_t00000004_0001158_1,0.97115
0c1_t00000004_0001159_0,0.96635
0c1_t00000004_0001160_0,0.96875
0c1_t00000004_0001161_0,0.9783700000000001
0c1_t00000004_0001162_0,0.97115
0c1_t00000004_0001163_0,0.97596
0c1_t00000004_0001165_0,0.97596
0c1_t00000004_0001166_0,0.97356
0c1_t00000004_0001167_0,0.98077
0c1_t00000004_0001168_0,0.97115
0c1_t00000004_0001169_0,0.97115
0c1_t00000004_0001170_0,0.96394
0c1_t00000004_0001171_0,0.98077
0c1_t00000004_0001172_0,0.96635
0c1_t00000004_0001173_0,0.97356
0c1_t00000004_0001174_0,0.97596
0c1_t00000004_0001175_0,0.97115
0c1_t00000004_0001176_0,0.9783700000000001
0c1_t00000004_0001177_0,0.96875
0c1_t00000004_0001178_1,0.97596
0c1_t00000004_0001179_0,0.97356
0c1_t00000004_0001180_0,0.97356
0c1_t00000004_0001181_0,0.97596
0c1_t00000004_0001182_1,0.96875
0c1_t00000004_0001183_0,0.9831699999999999
0c1_t00000004_0001184_0,0.98077
0c1_t00000004_0001185_0,0.96875
0c1_t00000004_0001186_0,0.97115
0c1_t00000004_0001187_0,0.9783700000000001
0c1_t00000004_0001188_1,0.98077
0c1_t00000004_0001189_0,0.97596
0c1_t00000004_0001190_0,0.96154
0c1_t00000004_0001191_0,0.97115
0c1_t00000004_0001192_0,0.97356
0c1_t00000004_0001193_0,0.97356
0c1_t00000004_0001194_0,0.97115
0c1_t00000004_0001195_0,0.97115
0c1_t00000004_0001196_0,0.96875
0c1_t00000004_0001197_0,0.9831699999999999
0c1_t00000004_0001198_0,0.96875
0c1_t00000004_0001199_0,0.96635
0c1_t00000004_0001200_0,0.97115
0c1_t00000004_0001202_1,0.96154
0c1_t00000004_0001203_1,0.97356
0c1_t00000004_0001204_0,0.97356
0c1_t00000004_0001205_0,0.96635
0c1_t00000004_0001206_0,0.97596
0c1_t00000004_0001208_0,0.96154
0c1_t00000004_0001209_0,0.98077
0c1_t00000004_0001210_0,0.97356
0c1_t00000004_0001211_0,0.97356
0c1_t00000004_0001212_0,0.96394
0c1_t00000004_0001213_0,0.9783700000000001
0c1_t00000004_0001214_1,0.97115
0c1_t00000004_0001215_0,0.9783700000000001
0c1_t00000004_0001216_1,0.9783700000000001
0c1_t00000004_0001217_1,0.97356
0c1_t00000004_0001218_0,0.96875
0c1_t00000004_0001219_0,0.96875
0c1_t00000004_0001220_0,0.97596
0c1_t00000004_0001221_0,0.9519199999999999
0c1_t00000004_0001222_0,0.98077
0c1_t00000004_0001223_0,0.97115
0c1_t00000004_0001224_0,0.97115
0c1_t00000004_0001226_0,0.96875
0c1_t00000004_0001227_0,0.97596
0c1_t00000004_0001228_0,0.97356
0c1_t00000004_0001229_0,0.96394
0c1_t00000004_0001230_0,0.97596
0c1_t00000004_0001231_0,0.96875
0c1_t00000004_0001232_0,0.96875
0c1_t00000004_0001233_0,0.97356
0c1_t00000004_0001234_0,0.97596
0c1_t00000004_0001235_0,0.96875
0c1_t00000004_0001236_0,0.97115
0c1_t00000004_0001237_0,0.97596
0c1_t00000004_0001238_0,0.97115
0c1_t00000004_0001239_0,0.96394
0c1_t00000004_0001240_0,0.96635
0c1_t00000004_0001241_0,0.96635
0c1_t00000004_0001243_0,0.98077
0c1_t00000004_0001244_0,0.9783700000000001
0c1_t00000004_0001245_0,0.96154
0c1_t00000004_0001246_0,0.97596
0c1_t00000004_0001247_0,0.97356
0c1_t00000004_0001248_0,0.9471200000000001
0c1_t00000004_0001249_0,0.97356
0c1_t00000004_0001251_0,0.9783700000000001
0c1_t00000004_0001252_0,0.97115
0c1_t00000004_0001253_0,0.97356
0c1_t00000004_0001254_0,0.9783700000000001
0c1_t00000004_0001255_0,0.9831699999999999
